WEEK_Monday_name,LOB_L1,LOB_L2,MARKET_LANGUAGE_L5,QUEUE_NAME_L8,AHT,Total Volume,Target_Effec Work Hours,HC,WFM_Saturation %
W09,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,30.939706470588234,42,25.59,91,0.01%
W10,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,38.33930738461538,156,25.59,91,0.06%
W11,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,37.46576494117647,95,25.59,91,0.03%
W12,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,34.49307692307692,149,25.59,91,0.03%
W13,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,36.37121951219512,58,25.59,91,0.02%
W14,TTR2,TTR2,FR,2-Content Quality Label 1-Fr-Commerce-Corporate-4.0,38.807209767441854,62,25.59,91,0.03%
W09,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,42.23368583080473,214200,25.59,91,108.01%
W10,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,42.36204866194731,214200,25.59,91,108.71%
W11,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,45.738361489144765,214200,25.59,91,116.93%
W12,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,47.70287744672859,214200,25.59,91,121.96%
W13,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,43.04748023523939,215100,25.59,91,110.80%
W14,TTR2,TTR2,FR,2-Content Quality Label-Fr-Global-4.0,42.34744648404362,214200,25.59,91,107.96%
W09,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,12.590962202029612,40091,25.59,91,5.45%
W10,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,13.258025704529661,38813,25.59,91,4.40%
W11,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,13.500488894166365,34128,25.59,91,4.78%
W12,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,15.545011250000002,42953,25.59,91,6.92%
W13,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,15.603188846659819,47930,25.59,91,8.27%
W14,TTR2,TTR2,FR,2-Gcp-Reported Chats-Fr-4.0,15.60306821956167,45778,25.59,91,7.96%
W09,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,37.518697857768906,135660,25.59,91,60.70%
W10,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,37.925865206037784,135660,25.59,91,61.77%
W11,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,39.20959542392965,135660,25.59,91,63.45%
W12,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,38.89698242579592,135660,25.59,91,63.15%
W13,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,35.83032480158265,102168,25.59,91,43.66%
W14,TTR2,TTR2,FR,2-Tt-Video-General-Full Review-Fr-B,35.16571155619507,56448,25.59,91,23.64%
W09,TTR2,TTR2,FR,Cf Labelling - Fr,50.00001312534922,2834,25.59,91,0.00%
W10,TTR2,TTR2,FR,Cf Labelling - Fr,70.72090945121951,2859,25.59,91,0.34%
W11,TTR2,TTR2,FR,Cf Labelling - Fr,75.50233821184919,2835,25.59,91,2.81%
W12,TTR2,TTR2,FR,Cf Labelling - Fr,66.77691717232626,2860,25.59,91,1.59%
W13,TTR2,TTR2,FR,Cf Labelling - Fr,78.66314385343762,2839,25.59,91,0.25%
W14,TTR2,TTR2,FR,Cf Labelling - Fr,74.87192113092979,2864,25.59,91,2.97%
W10,TTR2,TTR2,FR,Collection Appeal-Fr,21.366,1,25.59,91,0.00%
W09,TTR2,TTR2,FR,Collection First Review-Fr,6.128,1,25.59,91,0.00%
W10,TTR2,TTR2,FR,Collection First Review-Fr,8.374,1,25.59,91,0.00%
W11,TTR2,TTR2,FR,Collection First Review-Fr,8.848333333333334,3,25.59,91,0.00%
W12,TTR2,TTR2,FR,Collection First Review-Fr,7.289499999999999,3,25.59,91,0.00%
W13,TTR2,TTR2,FR,Collection First Review-Fr,5.272,1,25.59,91,0.00%
W14,TTR2,TTR2,FR,Collection First Review-Fr,4.658,3,25.59,91,0.00%
W09,TTR2,TTR2,FR,Collection Reported By User-Fr,8.618066779661017,54,25.59,91,0.00%
W10,TTR2,TTR2,FR,Collection Reported By User-Fr,17.163954418604654,49,25.59,91,0.00%
W11,TTR2,TTR2,FR,Collection Reported By User-Fr,14.03822185185185,26,25.59,91,0.00%
W12,TTR2,TTR2,FR,Collection Reported By User-Fr,10.8909798,48,25.59,91,0.00%
W13,TTR2,TTR2,FR,Collection Reported By User-Fr,28.013659999999994,50,25.59,91,0.01%
W14,TTR2,TTR2,FR,Collection Reported By User-Fr,18.195999999999998,43,25.59,91,0.01%
W09,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,41.42743508030154,5807,25.59,91,2.57%
W10,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,44.72422013356818,8322,25.59,91,2.66%
W11,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,49.91428222752889,9175,25.59,91,3.91%
W12,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,52.01599519015424,10653,25.59,91,5.59%
W13,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,47.71317819989253,12707,25.59,91,6.25%
W14,TTR2,TTR2,FR,Gcp-Analytics-Video Appeal-Fr-4.0,44.06407881461356,12682,25.59,91,5.96%
W09,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,54.357229535617265,23604,25.59,91,15.11%
W10,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,55.80989843080257,23602,25.59,91,15.81%
W11,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,60.648840701373636,23604,25.59,91,17.04%
W12,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,60.904662704561915,23604,25.59,91,17.17%
W13,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,60.30916255373375,23704,25.59,91,17.08%
W14,TTR2,TTR2,FR,Gcp-Videos Reported By User-Fr-Rr2.0,60.77271566880187,23604,25.59,91,17.13%
W09,TTR2,TTR2,FR,Paid Content Video First Review-Fr,38.72542714285714,14,25.59,91,0.00%
W10,TTR2,TTR2,FR,Paid Content Video First Review-Fr,288.08075,5,25.59,91,0.00%
W11,TTR2,TTR2,FR,Paid Content Video First Review-Fr,135.304,1,25.59,91,0.00%
W12,TTR2,TTR2,FR,Paid Content Video First Review-Fr,72.21719999999999,17,25.59,91,0.00%
W13,TTR2,TTR2,FR,Paid Content Video First Review-Fr,387.209,1,25.59,91,0.00%
W14,TTR2,TTR2,FR,Paid Content Video First Review-Fr,157.458478,25,25.59,91,0.05%
W09,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,40.63525,4,25.59,91,0.00%
W10,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,17.236,2,25.59,91,0.00%
W11,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,52.17933333333334,3,25.59,91,0.00%
W12,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,43.715599999999995,8,25.59,91,
W13,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,58.342999999999996,3,25.59,91,0.00%
W14,TTR2,TTR2,FR,Paid Content Video Reported By User-Fr,175.98359999999997,6,25.59,91,0.01%
W09,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,39.565761077283376,419,25.59,91,0.13%
W10,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,35.50343580756014,418,25.59,91,0.06%
W11,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,38.72130865771811,491,25.59,91,0.09%
W12,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,45.8611399122807,456,25.59,91,0.03%
W13,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,33.707703215547696,255,25.59,91,0.03%
W14,TTR2,TTR2,FR,Videos Trend Risk Content Quality Label-Fr,36.12647522988505,522,25.59,91,0.05%
W27,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,15.96108108108108,37,26.62,89,0.01%
W28,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,13.0052775,36,26.62,89,0.00%
W29,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,18.25625,24,26.62,89,0.00%
W27,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,16.35203333333333,119,26.62,89,0.02%
W28,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,17.706442704918032,118,26.62,89,0.02%
W29,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,22.934130162601626,123,26.62,89,0.03%
W27,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,31.16644856718134,40005,26.62,89,15.21%
W28,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,31.53562500234083,34100,26.62,89,13.12%
W29,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,29.59253241175755,32854,26.62,89,11.86%
W27,TTR1,TTR1,FR,3-Photo Reported By User-Fr,17.41714992059951,11205,26.62,89,2.38%
W28,TTR1,TTR1,FR,3-Photo Reported By User-Fr,17.601299746714705,9414,26.62,89,2.02%
W29,TTR1,TTR1,FR,3-Photo Reported By User-Fr,18.321825679895916,9219,26.62,89,2.06%
W27,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,16.62209691895628,11566,26.62,89,2.34%
W28,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,17.061924492753626,10823,26.62,89,2.25%
W29,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,17.394835110055425,12633,26.62,89,2.68%
W27,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,7.674798936774951,84338,26.62,89,7.90%
W28,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,7.491847022040046,78290,26.62,89,7.15%
W29,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,7.678102087096122,82639,26.62,89,7.74%
W27,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,15.76612585892117,3812,26.62,89,0.73%
W28,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,14.322109960925753,3517,26.62,89,0.61%
W29,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,15.776166608695656,3760,26.62,89,0.72%
W27,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,12.596014269376692,18854,26.62,89,2.90%
W28,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,12.169335253262238,14589,26.62,89,2.17%
W29,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,12.434870462592814,16178,26.62,89,2.45%
W27,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,13.128686783279218,12320,26.62,89,1.97%
W28,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,13.186903664715377,9910,26.62,89,1.59%
W29,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,13.143662825403265,9859,26.62,89,1.58%
W27,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,19.34041421174652,1294,26.62,89,0.31%
W28,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,16.037879247211897,1076,26.62,89,0.21%
W29,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,18.119694349816854,1093,26.62,89,0.24%
W27,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,11.567244664233318,91392,26.62,89,12.79%
W28,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,10.692326311287266,91330,26.62,89,11.89%
W29,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,9.818801815438325,91392,26.62,89,10.84%
W27,TTR1,TTR1,FR,Account Video-Aor-Fr-1,40.434,5,26.62,89,0.00%
W28,TTR1,TTR1,FR,Account Video-Aor-Fr-1,32.12020921497033,2191,26.62,89,0.86%
W29,TTR1,TTR1,FR,Account Video-Aor-Fr-1,35.375,6,26.62,89,0.00%
W27,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,5.852684236395553,3418,26.62,89,0.00%
W28,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,7.0280238464951195,4518,26.62,89,0.00%
W29,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,6.2673582562854815,4933,26.62,89,0.00%
W27,TTR1,TTR1,FR,Gcp - Account Cgvr - Fr,23.703853131868126,0,26.62,89,0.00%
W28,TTR1,TTR1,FR,Gcp - Account Cgvr - Fr,7.825319399038461,2912,26.62,89,0.00%
W29,TTR1,TTR1,FR,Gcp - Account Cgvr - Fr,17.727951499545593,2912,26.62,89,0.00%
W29,TTR1,TTR1,FR,Gcp-2-Account Appeal-Fr,24.798135733788396,230,26.62,89,0.02%
W29,TTR1,TTR1,FR,Gcp-2-Account Review-Fr,16.298848751617076,44839,26.62,89,7.10%
W27,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,21.51205843450479,880,26.62,89,0.22%
W28,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,19.975556577319583,907,26.62,89,0.21%
W29,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,20.161364221364227,742,26.62,89,0.18%
W27,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,12.959186150138049,20714,26.62,89,3.31%
W28,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,13.049636683707924,19656,26.62,89,3.13%
W29,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,13.480202251105654,19382,26.62,89,3.19%
W27,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,12.281999333333333,75,26.62,89,0.01%
W28,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,10.62522328358209,67,26.62,89,0.01%
W29,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,8.228094920634922,63,26.62,89,0.01%
W27,TTR1,TTR1,FR,Hashtag-Fr-4.0,20.9698264993395,2299,26.62,89,0.59%
W28,TTR1,TTR1,FR,Hashtag-Fr-4.0,20.23247376747609,1373,26.62,89,0.34%
W29,TTR1,TTR1,FR,Hashtag-Fr-4.0,18.623434292845253,1813,26.62,89,0.41%
W27,TTR1,TTR1,FR,Profile User Report Cgvr Fr,5.246141335548172,1505,26.62,89,0.10%
W28,TTR1,TTR1,FR,Profile User Report Cgvr Fr,4.154691111111111,1512,26.62,89,0.05%
W29,TTR1,TTR1,FR,Profile User Report Cgvr Fr,4.364270616710875,1508,26.62,89,0.08%
W27,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,2.669720241491842,10725,26.62,89,0.35%
W28,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,2.7493174728457634,8286,26.62,89,0.23%
W29,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,3.03262896484375,9216,26.62,89,0.34%
W27,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,13.252499999999998,12,26.62,89,0.00%
W28,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,37.417,2,26.62,89,0.00%
W29,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,24.782285714285713,7,26.62,89,0.00%
W27,TTR1,TTR1,FR,Reported Sug-Fr-4.0,12.227156348900037,2554,26.62,89,0.37%
W28,TTR1,TTR1,FR,Reported Sug-Fr-4.0,11.073782673625056,2406,26.62,89,0.32%
W29,TTR1,TTR1,FR,Reported Sug-Fr-4.0,11.330853644980614,2323,26.62,89,0.30%
W27,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,6.862938077036171,13593,26.62,89,1.14%
W28,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,6.127363846437255,13569,26.62,89,1.01%
W29,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,6.460924022613611,13798,26.62,89,1.09%
W27,TTR1,TTR1,FR,Searched Video-Fr-4.0,11.60467735706833,42990,26.62,89,3.28%
W28,TTR1,TTR1,FR,Searched Video-Fr-4.0,11.412822937184895,57668,26.62,89,4.67%
W29,TTR1,TTR1,FR,Searched Video-Fr-4.0,11.883893689875409,32292,26.62,89,2.34%
W27,TTR1,TTR1,FR,Sug Badness-Fr-4.0,4.470328660424469,16020,26.62,89,0.00%
W28,TTR1,TTR1,FR,Sug Badness-Fr-4.0,4.2232947714178355,15968,26.62,89,0.00%
W29,TTR1,TTR1,FR,Sug Badness-Fr-4.0,3.9029580324797,16010,26.62,89,0.00%
W27,TTR1,TTR1,FR,Sug Filter-Top Displayed-Fr-4.0,3.910052649153632,148732,26.62,89,7.09%
W28,TTR1,TTR1,FR,Sug Filter-Top Displayed-Fr-4.0,4.059327888534641,130939,26.62,89,6.48%
W29,TTR1,TTR1,FR,Sug Filter-Top Displayed-Fr-4.0,4.18918714597382,136154,26.62,89,6.96%
W27,TTR1,TTR1,FR,Sug-High Recommendation Cgvr-Fr,3.397417802746567,4005,26.62,89,0.00%
W28,TTR1,TTR1,FR,Sug-High Recommendation Cgvr-Fr,2.798325182881314,4019,26.62,89,0.14%
W29,TTR1,TTR1,FR,Sug-High Recommendation Cgvr-Fr,3.028969442917812,4003,26.62,89,0.15%
W27,TTR1,TTR1,FR,Sug-Overkill-Fr,3.014756092069052,3997,26.62,89,0.00%
W29,TTR1,TTR1,FR,Sug-Overkill-Fr,3.448393969522858,4003,26.62,89,0.17%
W28,TTR1,TTR1,FR,Sug-Risk Susceptibility-Fr,3.4052310921153355,3919,26.62,89,0.00%
W26,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,18.553589743589743,39,26.62,88,0.01%
W26,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,22.64316129032258,130,26.62,88,0.03%
W26,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,33.15217943646876,30825,26.62,88,12.51%
W26,TTR1,TTR1,FR,3-Photo Reported By User-Fr,18.15204228970705,11194,26.62,88,2.47%
W26,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,18.187390088798452,10839,26.62,88,2.30%
W26,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,8.373497254206391,84735,26.62,88,8.25%
W26,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,15.54097438413361,3546,26.62,88,0.64%
W26,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,13.764786214586337,16317,26.62,88,2.76%
W26,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,14.889987147116381,10736,26.62,88,1.94%
W26,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,19.37206021957914,1093,26.62,88,0.26%
W26,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,12.798685781569793,91392,26.62,88,14.45%
W26,TTR1,TTR1,FR,Account Video-Aor-Fr-1,29.064668823765555,2491,26.62,88,0.00%
W26,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,6.485060695457095,3572,26.62,88,0.00%
W26,TTR1,TTR1,FR,Gcp-2-Tt User Gif Appeal-Fr-4.0,36.317142857142855,21,26.62,88,0.01%
W26,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,21.400874148783984,701,26.62,88,0.16%
W26,TTR1,TTR1,FR,Gcp-3-Tt User Gif Verify-Fr-4.0,25.372118615819208,338,26.62,88,0.11%
W26,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,13.631120842342341,18009,26.62,88,2.82%
W26,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,9.032727272727273,55,26.62,88,0.01%
W26,TTR1,TTR1,FR,Hashtag-Fr-4.0,20.383351829501915,2135,26.62,88,0.49%
W26,TTR1,TTR1,FR,Profile User Report Cgvr Fr,4.205001022950819,1525,26.62,88,0.04%
W26,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,3.279567571924097,9802,26.62,88,0.40%
W26,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,18.752000000000002,8,26.62,88,0.00%
W26,TTR1,TTR1,FR,Reported Sug-Fr-4.0,12.815544874829307,2319,26.62,88,0.32%
W26,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,6.697513459845588,13873,26.62,88,1.13%
W26,TTR1,TTR1,FR,Searched Video-Fr-4.0,12.498726530715482,57843,26.62,88,6.75%
W26,TTR1,TTR1,FR,Sug Badness-Fr-4.0,4.520876957252193,16071,26.62,88,0.00%
W26,TTR1,TTR1,FR,Sug Filter-Top Displayed-Fr-4.0,4.216353285362586,171552,26.62,88,8.92%
W26,TTR1,TTR1,FR,Sug-High Recommendation Cgvr-Fr,2.7258479711586276,4022,26.62,88,0.14%
W26,TTR1,TTR1,FR,Sug-Risk Susceptibility-Fr,3.2849870604746103,3919,26.62,88,0.16%
W30,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,13.669545454545455,22,26.62,85,0.00%
W30,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,16.770737704918034,122,26.62,85,0.02%
W30,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,28.393566506088202,33816,26.62,85,12.26%
W30,TTR1,TTR1,FR,3-Photo Reported By User-Fr,16.405362177444236,9725,26.62,85,2.04%
W30,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,16.229915122338195,11964,26.62,85,2.48%
W30,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,7.590667242718446,81943,26.62,85,7.94%
W30,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,14.14448452236042,3965,26.62,85,0.72%
W30,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,12.528124585032314,16286,26.62,85,2.60%
W30,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,12.314088567311268,10758,26.62,85,1.69%
W30,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,15.670969689716307,1129,26.62,85,0.23%
W30,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,10.504110812315568,91392,26.62,85,12.25%
W30,TTR1,TTR1,FR,Account Video-Aor-Fr-1,20.55,3,26.62,85,0.00%
W30,TTR1,TTR1,FR,Account Video-Cgvr-Fr,37.78028111688852,0,26.62,85,0.00%
W30,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,5.782048991886411,4931,26.62,85,0.00%
W30,TTR1,TTR1,FR,Gcp - Account Cgvr - Fr,20.486977373134327,2912,26.62,85,0.72%
W30,TTR1,TTR1,FR,Gcp-2-Account Appeal-Fr,21.1421798,550,26.62,85,0.09%
W30,TTR1,TTR1,FR,Gcp-2-Account Review-Fr,16.99025553699414,36694,26.62,85,7.58%
W30,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,16.329855276315794,728,26.62,85,0.15%
W30,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,11.974065302846023,19588,26.62,85,3.00%
W30,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,7.882310769230769,39,26.62,85,0.00%
W30,TTR1,TTR1,FR,Hashtag-Fr-4.0,21.432314663032713,2024,26.62,85,0.55%
W30,TTR1,TTR1,FR,Profile User Report Cgvr Fr,4.29594056,1500,26.62,85,0.08%
W30,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,2.832544514106583,9889,26.62,85,0.33%
W30,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,12.297375,8,26.62,85,0.00%
W30,TTR1,TTR1,FR,Reported Sug-Fr-4.0,11.994752085162425,2278,26.62,85,0.34%
W30,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,5.87373992485678,13439,26.62,85,1.01%
W30,TTR1,TTR1,FR,Searched Video-Fr-4.0,11.988397009525038,31329,26.62,85,0.68%
W30,TTR1,TTR1,FR,Sug Badness-Fr-4.0,4.415204258633634,15984,26.62,85,0.00%
W30,TTR1,TTR1,FR,Sug Filter-Top Displayed-Fr-4.0,3.80657830752525,134439,26.62,85,6.54%
W30,TTR1,TTR1,FR,Sug-High Recommendation Cgvr-Fr,3.5868505384422735,3993,26.62,85,0.18%
W30,TTR1,TTR1,FR,Sug-Risk Susceptibility-Fr,3.0758392049243395,3899,26.62,85,0.15%
W31,TTR1,TTR1,FR,1-Comment Appeal-Fr-4.0,14.45105263157895,38,26.62,83,0.01%
W31,TTR1,TTR1,FR,1-Comment Appeal-Fr-Eu-4.0,17.168744185765583,129,26.62,83,0.03%
W31,TTR1,TTR1,FR,2-High Risk Audio-Fr_Cms2.0_Official,26.64379760944218,33017,26.62,83,11.51%
W31,TTR1,TTR1,FR,3-Photo Reported By User-Fr,15.016500940453147,8890,26.62,83,1.74%
W31,TTR1,TTR1,FR,4-Photo Filtered By System-Fr,13.69943596934093,10415,26.62,83,1.86%
W31,TTR1,TTR1,FR,4-Recalled Comments-Fr-4.0,6.960018535485751,79883,26.62,83,7.22%
W31,TTR1,TTR1,FR,4-Reported Comments-Fr-4.0,12.353327888604616,4386,26.62,83,0.70%
W31,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-4.0,11.258750378554767,16608,26.62,83,2.44%
W31,TTR1,TTR1,FR,4-Reported Comments-Fr-Eu-Hnh-4.0,12.183324610857456,10456,26.62,83,1.67%
W31,TTR1,TTR1,FR,4-Reported Comments-Fr-Hnh-4.0,14.794162634214574,1240,26.62,83,0.24%
W31,TTR1,TTR1,FR,4-Tt-Video-General-Keyframe-Fr-A,10.142742020510974,38080,26.62,83,2.44%
W31,TTR1,TTR1,FR,Account Video-Aor-Fr-1,28.40555555555555,9,26.62,83,0.00%
W31,TTR1,TTR1,FR,Account Video-Cgvr-Fr,33.897345949367086,0,26.62,83,0.00%
W31,TTR1,TTR1,FR,Badness-Comment(Short Video)-Fr,5.249515770247039,4931,26.62,83,0.03%
W31,TTR1,TTR1,FR,Gcp - Account Cgvr - Fr,19.473306504971376,2912,26.62,83,0.00%
W31,TTR1,TTR1,FR,Gcp-2-Account Appeal-Fr,20.956733790715482,677,26.62,83,0.06%
W31,TTR1,TTR1,FR,Gcp-2-Account Review-Fr,15.257173059174782,50526,26.62,83,9.78%
W31,TTR1,TTR1,FR,Gcp-2-Tt User Profile Appeal-Fr-4.0,16.01366422506025,638,26.62,83,0.13%
W31,TTR1,TTR1,FR,Gcp-4-Tt-Video-General-Keyframe-Fr-A,11.395863476098167,36720,26.62,83,5.46%
W31,TTR1,TTR1,FR,Gcp-5-Tt User Profile Verify-Fr-4.0,10.964899781681792,20290,26.62,83,2.89%
W31,TTR1,TTR1,FR,Gcp-Underage Users Tcor-Fr,11.588666666666665,60,26.62,83,0.01%
W31,TTR1,TTR1,FR,Hashtag-Fr-4.0,18.130132261020957,1983,26.62,83,0.46%
W31,TTR1,TTR1,FR,Profile User Report Cgvr Fr,3.4760093999999997,1500,26.62,83,0.07%
W31,TTR1,TTR1,FR,Recalled Sug-Fr-4.0,2.8495737363208176,11725,26.62,83,0.37%
W31,TTR1,TTR1,FR,Reported Hashtag-Fr-4.0,8.690399989700317,5,26.62,83,0.00%
W31,TTR1,TTR1,FR,Reported Sug-Fr-4.0,9.993886720747987,2363,26.62,83,0.29%
W31,TTR1,TTR1,FR,Rs-Top Displayed-Fr-4.0,5.830845192590532,14032,26.62,83,1.06%
